Name,Property_Type,Bedrooms1,Baths,Balcony,City,Location,total_sqft,Price_per_SQFT,Price
Vaishnavi Malhar,Flat,2,3,Yes,Bangalore,"Raghavendra Nagar, Kalkere,Bangalore",1100,6360,7000000
Abhee Nandana,Flat,2,3,Yes,Bangalore,"Sector 3, HSR Layout,Bangalore",1060,5660,6000000
Abhee Nandika,Flat,2,3,No,Bangalore,"Teachers Colony, Chandapura,Bangalore",858,4310,3700000
Mahaveer Sanctum,Flat,3,3,No,Bangalore,"LBS Nagar, Kaggadasapura,Bangalore",1370,6500,8900000
NSR Breeze,Flat,2,3,Yes,Bangalore,"Vajarahalli, Bangalore",950,5070,4820000
Icon Iconest,Flat,2,2,No,Bangalore,"RK Township, Bommasandra,Bangalore",642,5760,3700000
Vajra Vajra Global,Flat,2,3,No,Bangalore,"RR Nagar, Bangalore",1070,6070,6500000
Gunina Iris,Flat,2,3,Yes,Bangalore,"Classic Orchids Layout, Kalena Agrahara,Bangalore",1256,4300,5400000
Ishana Sunshine,Flat,2,3,No,Bangalore,"Nagashetty Halli, RMV Extension Stage 2,Bangalore",1010,5450,5500000
Janapriya Nivas by Janapriya Engineers Syndicate,Flat,2,2,No,Bangalore,"Kereguddadahalli, Chikbanavara,Bangalore",700,5430,3800000
Adhunik Serenity,Flat,2,3,No,Bangalore,"Thubarahalli, Brookefield,Bangalore",1148,4440,5100000
Prabhavathi Windsor,Flat,2,3,Yes,Bangalore,"Stage 4, Bommanahalli,Bangalore",956,4500,4300000
Concorde South Scape,Flat,2,3,No,Bangalore,"Glass Factory Layout, Electronic City,Bangalore",872,4010,3500000
Suraksha Golden Palms,Flat,2,3,Yes,Bangalore,"Royal Residence Layout, Arakere,Bangalore",1120,6070,6800000
Golden Park,Flat,2,3,Yes,Bangalore,"Seenappa Layout, Bommanahalli,Bangalore",1050,6000,6300000
ASN Galaxy,Flat,2,3,No,Bangalore,"Horamavu, Bangalore",1255,5180,6500000
MBR Signity,Flat,3,3,No,Bangalore,"8th Phase, JP Nagar,Bangalore",1233,4870,6000000
Colosseo Ventures,Flat,2,3,Yes,Bangalore,"Marathahalli Village, Marathahalli,Bangalore",1240,4710,5837000
Gopalan Sanskriti,Flat,3,3,No,Bangalore,"RV Vidyaniketan, Mailasandra,Bangalore",1495,5680,8500000
Jai Bhuvan HSR Trinity,Flat,2,3,No,Bangalore,"Bandepalya, Muneshwara Nagar,Bangalore",1200,5830,7000000
Subhodayaraga Subhodaya Enclave by Subhodaya Infra,Flat,2,3,Yes,Bangalore,"RR Nagar, Bangalore",1150,5650,6500000
Sumukha Elite,Flat,2,3,Yes,Bangalore,"Subramanyapura, Bangalore",1380,4200,5800000
Sumukha Paradise,Flat,2,3,No,Bangalore,"Singapura Village, Varadharaja Nagar,Bangalore",950,4210,4000000
Springfields,Flat,3,3,No,Bangalore,"Jayanagar Housing Society Layout, Subramanyapura,Bangalore",1278,6260,8000000
Puravankara Purva Graces by Puravankara Limited,Flat,2,3,Yes,Bangalore,"Jakkuru Village, Jakkur,Bangalore",900,5000,4500000
Meher Nikunj,Flat,2,3,Yes,Bangalore,"Mohammed Sab Palya, Vidyaranyapura,Bangalore",1120,4910,5500000
Charanya Apartments,Flat,2,3,No,Bangalore,"Chinnayanpalya, Wilson Garden,Bangalore",1150,6960,8000000
Balaji Sapthagiri Towers by Balaji Shelters,Flat,2,3,Yes,Bangalore,"Devasthanagalu, Varthur,Bangalore",900,4220,3800000
DSMAX SANTHRUPTHI,Flat,2,3,No,Bangalore,"Railway Layout, Jnana Ganga Nagar,Bangalore",1166,5320,6200000
Janapriya Nivas,Flat,2,3,Yes,Bangalore,"Thammenahalli Village, Bangalore",1000,3800,3800000
Mahaveer Maple,Flat,2,3,Yes,Bangalore,"BEML Layout, Brookefield,Bangalore",1142,8320,9500000
AR Orchid Springs,Flat,2,3,Yes,Bangalore,"Horamavu Agara, Horamavu,Bangalore",965,4660,4500000
Kolte Patil Raaga,Flat,2,3,No,Bangalore,"Kannuru, Bangalore",982,6110,6000000
Eternity,Flat,2,3,No,Bangalore,"Mallasandra, Bangalore",1257,5490,6900000
Sindhu Sai Brindavan Enclave,Flat,2,3,Yes,Bangalore,"Channasandra Layout, Srinivaspura,Bangalore",1016,4920,5000000
SVS Ramanasri Maples,Flat,2,3,No,Bangalore,"Chikkabasavanapura, Krishnarajapura,Bangalore",1235,4530,5600000
Subham Antique City,Flat,2,3,Yes,Bangalore,"Konadasapura, Bangalore",1065,5450,5800000
Radiant Shine,Flat,3,3,No,Bangalore,"Vishwapriya Nagar, Begur,Bangalore",1260,4920,6200000
Navarathna Regency,Flat,3,3,No,Bangalore,"Sonnenahalli, Kengeri Satellite Town,Bangalore",1200,4580,5500000
National Game Village,Flat,2,3,No,Bangalore,"Gowda Muniswamy Garden, Ejipura,Bangalore",1500,6000,9000000
Sruthika Springfields,Flat,3,3,No,Bangalore,"Singapura Village, Varadharaja Nagar,Bangalore",1377,5810,8000000
Pride Springfields by Pride Group,Flat,2,3,Yes,Bangalore,"Simhadri Layout, Subramanyapura,Bangalore",929,5710,5300000
Manya Elite by Ma-nya Group,Flat,2,3,No,Bangalore,"Veer Sandra, Electronic City Phase II,Bangalore",914,4650,4250000
Nandika,Flat,2,1,Yes,Bangalore,"Chandapura, Bangalore",800,4380,3506000
SLS Summer Fields,Flat,2,3,Yes,Bangalore,"AECS Layout, Singasandra,Bangalore",1203,5570,6700000
RS Happy Homes,Flat,2,3,Yes,Bangalore,"Gollahalli, Electronic City,Bangalore",1000,3500,3500000
HM World City,Flat,3,2,Yes,Bangalore,"8th Phase, JP Nagar,Bangalore",2000,4580,9150000
Pride Springfields,Flat,2,3,No,Bangalore,"Jayanagar Housing Society Layout, Subramanyapura,Bangalore",929,5600,5200000
Pavani Residency,Flat,2,3,No,Bangalore,"RWF West Colony, Yelahanka New Town,Bangalore",1140,4740,5400000
Sipani Jardin by  Sipani Properties Private Limited ,Flat,2,3,No,Bangalore,"Veer Sandra, Electronic City Phase II,Bangalore",925,4220,3900000
Jeevan Samskruthi,Flat,2,3,No,Bangalore,"Munnekollal, Bangalore",1150,4520,5200000
 Cross Road by Prakruthi Infra and Shelters,Flat,2,3,Yes,Bangalore,"M Vishveshvaraiah Nagar, Ramamurthy Nagar,Bangalore",1200,6170,7400000
Amigo Sri Sai Supreme,Flat,2,3,Yes,Bangalore,"Himagiri Meadows, Gottigere,Bangalore",1116,4660,5200000
Vishnu residency,Flat,3,3,No,Bangalore,"Hemmigepura, Bangalore",1450,4830,7000000
Thanushree Vanani,Flat,2,3,No,Bangalore,"Mailasandra, Bangalore",1200,5830,7000000
Jana Jeeva Castle,Flat,2,3,No,Bangalore,"Kodigehalli, Bangalore",1315,4180,5500000
K&T Sai Balaji Residency,Flat,2,3,No,Bangalore,"Veer Sandra, Electronic City Phase II,Bangalore",1000,3800,3800000
Janapriya Greenwood by Janapriya Engineers Syndicate,Flat,2,3,Yes,Bangalore,"Kereguddadahalli, Chikbanavara,Bangalore",1100,3820,4200000
Nandi Deepa,Flat,2,3,No,Bangalore,"Hulimavu, Bangalore",960,4890,4700000
Nandi Deepa,Flat,2,3,Yes,Bangalore,"Hulimavu, Bangalore",960,4890,4700000
Aratt Royal Citadel,Flat,3,3,Yes,Bangalore,"AECS C Block, Begur,Bangalore",1400,5070,7100000
sanathana's Vrindavan,Flat,2,3,No,Bangalore,"Vasanthapura, Subramanyapura,Bangalore",1065,5260,5600000
White Woods,Flat,2,3,Yes,Bangalore,"Kadugodi, Krishnarajapura,Bangalore",1050,5330,5600000
Sri Nanjundeshwara Residency,Flat,2,3,Yes,Bangalore,"Srinivasa Nagar, Banashankari,Bangalore",1366,5860,8000000
Confident Althena,Villa,2,3,No,Bangalore,"Sarjapur, Bangalore",1000,5500,5500000
Whitestone Milano,Flat,2,3,Yes,Bangalore,"Sonnenahalli, Krishnarajapura,Bangalore",1100,4360,4800000
Patel Smondo 3 by GM Infinite,Flat,3,3,No,Bangalore,"Veer Sandra, Electronic City Phase II,Bangalore",1275,5570,7100000
Saibya Square,Flat,2,3,No,Bangalore,"Begur, Bangalore",1125,6670,7500000
Karishma Classic,Flat,2,3,Yes,Bangalore,"Channasandra Layout, Srinivaspura,Bangalore",910,6210,5650000
Pride Apartment,Flat,2,3,Yes,Bangalore,"4th Phase, JP Nagar,Bangalore",1000,5600,5600000
Sudha Enclave,Flat,2,2,No,Bangalore,"Doddabommasandra, Bangalore",685,9050,6200000
Nakshatra Apartments,Flat,2,3,Yes,Bangalore,"St Thomas Town, Lingarajapuram,Bangalore",1255,4940,6200000
Sai Purvi Symphony,Flat,2,3,No,Bangalore,"Thippasandra, Bangalore",1235,6150,7600000
Vrindavan Garden Apartments,Flat,2,3,No,Bangalore,"Chiranjeevi Layout, Hebbal Kempapura,Bangalore",900,5550,5000000
Gowri Apartments,Flat,2,3,No,Bangalore,"Mukkutam Nagar, Ramamurthy Nagar,Bangalore",1150,6260,7200000
Aakruti Amity,Flat,2,3,No,Bangalore,"Kammasandra, Electronic City,Bangalore",1245,4820,6000000
VBM Maple,Flat,2,3,Yes,Bangalore,"Electronics City Phase 1, Electronic City,Bangalore",1135,3960,4500000
Sri Dakshayani Apartments,Flat,2,3,No,Bangalore,"Yemalur, Bangalore",1100,5640,6200000
Bren Corporation Champions Square,Flat,3,3,Yes,Bangalore,"Ambedkar Nagar, Carmelaram,Bangalore",1505,6310,9500000
Radiant Lake View,Flat,2,3,No,Bangalore,"Medahalli, Bangalore",980,5610,5500000
Oceanus Greendale IInd Phase by Oceanus Dwelling Pvt. Ltd.,Flat,3,3,Yes,Bangalore,"Horamavu Agara, Horamavu,Bangalore",1338,6430,8600000
Neeladri Sadan,Flat,3,3,No,Bangalore,"Manjunatha Lay Out, Murugeshpalya,Bangalore",1215,7410,9000000
NCN Orchid Park,Villa,3,3,Yes,Bangalore,"Devanahalli, Bangalore",1200,5300,6360000
99 Zameen Ashwini Homes,Flat,2,3,No,Bangalore,"Green Woods Layout, Varanasi,Bangalore",1155,4330,5000000
Ideal Carnation,Flat,2,3,Yes,Bangalore,"THE DEFENCE ENCLAVE, Kothanur,Bangalore",1260,5000,6300000
Sai Sunshine,Flat,2,3,Yes,Bangalore,"Dodsworth Layout, Whitefield,Bangalore",1135,5550,6300000
Sai Sunshine,Flat,2,3,No,Bangalore,"Dodsworth Layout, Whitefield,Bangalore",1135,5550,6300000
Prabhavathi Landmark by Prabhavathi Builders & Developers Pvt Ltd.,Flat,2,3,Yes,Bangalore,"Electronic City Phase II, Bangalore",870,2760,2400000
Sakshi Mansion by Sakshi Developers,Flat,2,3,Yes,Bangalore,"Lakshmamma Layout, Banaswadi,Bangalore",1302,5220,6800000
Brigade Panorama Ph - 2,Flat,2,3,No,Bangalore,"Kambipura, Bangalore",940,8400,7900000
Eshwaree Orchids,Flat,3,3,Yes,Bangalore,"Adityanagar, Vidyaranyapura,Bangalore",1380,6740,9300000
Vallabha Jaganath SKN,Flat,2,3,No,Bangalore,"Gubbalala, Subramanyapura,Bangalore",1250,5440,6800000
SLV Sannidhi,Flat,3,3,Yes,Bangalore,"Prakruthi Layout, HBR Layout,Bangalore",1767,4750,8400000
Virtue Home +,Villa,2,3,No,Bangalore,"Varthur, Bangalore",850,6780,5763000
VRR Lakeview,Flat,2,3,Yes,Bangalore,"Doddanekundi, Kartik Nagar,Bangalore",1195,6280,7500000
DS-MAX Seasons,Flat,2,3,No,Bangalore,"Islampur, Vibhutipura,Bangalore",1075,6050,6500000
Bharat Residency,Flat,2,3,No,Bangalore,"Dodpete, Nagarathpet,Bangalore",1145,7420,8500000
Vaastu Tranquil by Vaastu Structures,Flat,2,3,Yes,Bangalore,"Meenakshi Layout, Kengeri,Bangalore",930,4990,4638000
Vaastu Tranquil by Vaastu Structures,Flat,2,3,Yes,Bangalore,"Meenakshi Layout, Kengeri,Bangalore",895,5000,4476000
Vinyas Vishwas Apartment,Flat,2,3,No,Bangalore,"Ramanashree Enclave, Bilekahalli,Bangalore",1152,4770,5500000
Vaastu Tranquil by Vaastu Structures,Flat,2,3,No,Bangalore,"Meenakshi Layout, Kengeri,Bangalore",885,5000,4430000
Siri Suryodrodaya,Flat,3,3,Yes,Bangalore,"Canara Bank Colony, Uttarahalli Hobli,Bangalore",1355,4430,6000000
Vakil Whispering Woods Residences,Flat,2,3,Yes,Bangalore,"Biotech Park, Chandapura,Bangalore",887,3720,3300000
Abhee Nakshatra,Flat,3,3,Yes,Bangalore,"Kodathi, Bangalore",1467,6680,9800000
Sree Shore Icon (Icon Apartment Homes),Flat,3,3,No,Bangalore,"Yemalur, Bangalore",1550,4840,7500000
Deepika palace ,Flat,2,3,No,Bangalore,"GD Layout, Vidyaranyapura,Bangalore",1150,5650,6500000
Om Shakthi Bhuvana,Flat,3,3,Yes,Bangalore,"Yemalur, Bangalore",1365,5130,7000000
Hexa Supreme,Flat,3,3,Yes,Bangalore,"Devarachikkana Halli, Bangalore",1610,5590,9000000
Ramky One North,Flat,3,3,No,Bangalore,"Yelahanka, Bangalore",1358,5890,8000000
7 Hills Paradise,Flat,3,3,No,Bangalore,"Channasandra Layout, Srinivaspura,Bangalore",1355,4800,6500000
Abhee Nandika,Flat,2,3,No,Bangalore,"Chandapura, Bangalore",820,4390,3600000
Vinsco sadhana,Flat,3,3,No,Bangalore,"Manjunatha Nagar, Bagalakunte,Bangalore",1199,6000,7200000
Esteem Emblem,Flat,3,3,Yes,Bangalore,"Kammasandra, Electronic City,Bangalore",1550,6130,9500000
SJR Parkway Homes,Flat,2,3,No,Bangalore,"Rayasandra, Bangalore",974,5500,5360000
Bhartiya Nikoo Homes by Bhartiya City Developers Pvt Ltd,Flat,2,3,Yes,Bangalore,"Manayata Tech Park, Thanisandra,Bangalore",1263,7280,9200000
SLS Silicon Valley,Flat,3,3,Yes,Bangalore,"Belathur, Krishnarajapura,Bangalore",1311,6330,8300000
Pariwar Passion,Flat,3,3,Yes,Bangalore,"Phase 2, Doddakammanahalli,Bangalore",1415,5790,8200000
Ivy Cottage,Flat,2,3,No,Bangalore,"Amar Layout, Kaval Bairasandra,Bangalore",1037,4820,5000000
Shriram Smrithi by Shriram Properties Limited,Flat,2,3,Yes,Bangalore,"Mattanahalli, Bangalore",920,5430,5000000
Signature,Flat,2,3,No,Bangalore,"Gunjur, Bangalore",905,6080,5500000
Skanda Elina,Flat,3,3,Yes,Bangalore,"Balagere, Bangalore",1350,5550,7500000
Dhathri Venkatadri Appartments,Flat,2,3,Yes,Bangalore,"Manorayanapalya, Hebbal,Bangalore",1060,4720,5000000
Sankalp Cherry Blossom,Flat,2,3,Yes,Bangalore,"Devasthanagalu, Varthur,Bangalore",1255,4860,6100000
Vakil Whispering Woods Residences,Flat,2,3,Yes,Bangalore,"Thirumagondanahalli, Bangalore",1050,3890,4087000
Gulmohar residency,Flat,2,3,No,Bangalore,"Tatanagar, Devinagar,Bangalore",1124,5780,6500000
VBHC Vaibhava,Flat,2,2,Yes,Bangalore,"Byagadadhenahalli, Bangalore",620,3870,2400000
Ahad Silver County,Flat,2,3,Yes,Bangalore,"Lakedew Residency- Phase 2, Harlur,Bangalore",1007,5460,5500000
SVS Patels Callisto by SVS Constructions,Flat,3,3,Yes,Bangalore,"Amrutahalli, Bangalore",1410,6380,9000000
Varna,Flat,3,3,No,Bangalore,"Sai Meadows, Parappana Agrahara,Bangalore",1363,6020,8200000
Sai Purvi Symphony,Flat,2,3,No,Bangalore,"Thippasandra, Bangalore",1235,6150,7600000
Brigade Buena Vista Phase 2,Flat,2,3,Yes,Bangalore,"Bommenahalli, Bangalore",1148,7400,8500000
Swarna Meridian Homes,Flat,2,3,Yes,Bangalore,"Munivenkatppa Layout, Bilekahalli,Bangalore",1300,6150,8000000
Lakshmi Sri Venkateswara LG Enclave by Lakshmi Sri Venkateswara Constructions,Flat,2,3,No,Bangalore,"GD Layout, Vidyaranyapura,Bangalore",1240,4840,6000000
SSVR Laurel,Flat,2,3,Yes,Bangalore,"Devasthanagalu, Varthur,Bangalore",1035,6280,6500000
Crescent Harmony,Flat,2,3,Yes,Bangalore,"Nagavara Village, Nagavara,Bangalore",1025,4880,5000000
KK Residency,Flat,3,3,No,Bangalore,"Nanja Reddy Colony, Jeevanbheemanagar,Bangalore",1197,5430,6500000
AR Manjunatha Homes,Flat,2,3,No,Bangalore,"Doddanekundi, Kartik Nagar,Bangalore",1301,4760,6200000
Legend Ornate by Legend Property,Flat,2,3,Yes,Bangalore,"Devarachikkana Halli, Bangalore",1230,5040,6200000
VBHC Palmhaven II Block C by VBHC Value Homes Pvt Ltd,Flat,2,2,Yes,Bangalore,"Meenakshi Layout, Kengeri,Bangalore",720,5690,4100000
Nandi Citadel,Flat,1,3,Yes,Bangalore,"Akshaya Vana, Akshayanagar,Bangalore",1030,8540,8800000
Abhinaya Heights,Flat,2,3,No,Bangalore,"Yemalur, Bangalore",1000,5000,5000000
Green Apple,Flat,2,3,No,Bangalore,"Coffee Board Layout, Nagavara,Bangalore",1155,6060,7000000
Nakshatra,Flat,2,3,No,Bangalore,"Mullur, Bangalore",1229,6260,7700000
Aban Essence,Flat,2,3,No,Bangalore,"VGP Layout, Kudlu,Bangalore",1240,6610,8200000
Nakshatra,Flat,2,3,Yes,Bangalore,"Mullur, Bangalore",1174,6300,7400000
FERNS BLUEBELLS,Flat,1,2,Yes,Bangalore,"Sai Sree Layout, Parappana Agrahara,Bangalore",760,5000,3800000
Provident The Tree by Provident Housing Limited,Flat,3,3,No,Bangalore,"Harohalli, Bangalore",1170,6840,8000000
Confident Oxygen,Flat,3,3,No,Bangalore,"Dommasandra, Bangalore",1064,7140,7600000
Vision Casa Dream,Flat,2,3,Yes,Bangalore,"Devinagar, Bangalore",1395,6310,8800000
Symphony,Flat,2,3,Yes,Bangalore,"Thippasandra, Bangalore",1235,5880,7257000
The Commune,Flat,2,3,No,Bangalore,"Marsur, Bangalore",1040,4330,4500000
Nandika,Flat,2,3,Yes,Bangalore,"Chandapura, Bangalore",858,4310,3700000
Kesar Residency,Flat,2,3,Yes,Bangalore,"Park View Layout, Sahakara Nagar,Bangalore",1200,5830,7000000
Aswani Aaeesha,Flat,3,3,No,Bangalore,"Konappana Agrahara, Rayasandra,Bangalore",925,5410,5000000
Balaji Balaji Enclave,Flat,3,3,Yes,Bangalore,"Akshaya Vana, Akshayanagar,Bangalore",1390,4320,6000000
Absolute,Flat,2,3,No,Bangalore,"Silver Springs Layout, Munnekollal,Bangalore",1150,4570,5250000
Suraj Ganga Socrates,Flat,3,3,Yes,Bangalore,"Raghuvanahalli, Bangalore City Municipal Corporation Layout,Bangalore",1790,5030,9000000
Meda Eternity,Flat,2,3,Yes,Bangalore,"Kithaganur Colony, Bangalore",1245,5620,7000000
The Commune,Flat,2,3,No,Bangalore,"Marsur, Bangalore",1050,4290,4500000
Mantri Webcity by Mantri Developers,Flat,2,3,Yes,Bangalore,"Kothanur, Bangalore",965,7460,7200000
Nitesh Columbus Square,Flat,3,3,Yes,Bangalore,"Kattigenahalli, Bangalore",1653,5930,9800000
Spoorthy Residency,Flat,3,3,Yes,Bangalore,"KPA Block, Attiguppe,Bangalore",1150,8260,9500000
Brigade Panorama Ph - 1 by Brigade Enterprises Ltd,Flat,3,3,Yes,Bangalore,"Kanakadasa Layout, Lingarajapuram,Bangalore",1700,5000,8500000
Brigade Panorama Ph - 1 by Brigade Enterprises Ltd,Flat,3,3,Yes,Bangalore,"Kanakadasa Layout, Lingarajapuram,Bangalore",1700,5000,8500000
Suraj Ganga Socrates,Flat,3,3,Yes,Bangalore,"Raghuvanahalli, Bangalore City Municipal Corporation Layout,Bangalore",1790,5530,9900000
Bindu Amulya,Flat,2,3,No,Bangalore,"Anjana Nagar, Sunkadakatte,Bangalore",1067,7030,7500000
Mantri Webcity,Flat,2,3,No,Bangalore,"Narayanapura, Bangalore",965,7460,7200000
Ozone Urbana Aqua,Flat,2,3,No,Bangalore,"Kannamangala, Bangalore",937,5870,5500000
Alphyne,Flat,2,3,Yes,Bangalore,"Bangalore City Municipal Corporation Layout, Bangalore",1000,5900,5900000
SV Alphyne,Flat,2,3,No,Bangalore,"Bangalore City Municipal Corporation Layout, Bangalore",1000,5900,5900000
SV Alphyne,Flat,2,3,No,Bangalore,"Raghuvanahalli, Bangalore City Municipal Corporation Layout,Bangalore",880,6700,5900000
Mithuna White Bells,Flat,3,3,Yes,Bangalore,"Stage 1, HBR Layout,Bangalore",1481,6010,8900000
Mithuna White Bells,Flat,2,3,Yes,Bangalore,"Stage 1, HBR Layout,Bangalore",1141,6050,6900000
Manar Manha by Manar Developers And Clique Homes,Flat,3,3,Yes,Bangalore,"Kudlu, Bangalore",1249,5760,7200000
Prestige Casabella,Flat,2,3,Yes,Bangalore,"Vittasandra, Bangalore",1247,6740,8400000
Peninsula Pinnacles,Flat,2,3,Yes,Bangalore,"Thyvakanahally, Bangalore",1050,3330,3500000
KP Aaditya by K. Patel Realty,Flat,3,3,No,Bangalore,"Vadarpalya, Hennur,Bangalore",1250,5400,6750000
Brigade Gardenia,Flat,2,3,No,Bangalore,"7th Phase, JP Nagar,Bangalore",1050,7430,7800000
Kritan Iris by Kritan Urbane Living,Flat,2,3,Yes,Bangalore,"Veer Sandra, Electronic City Phase II,Bangalore",1200,3670,4400000
Kritan Iris by Kritan Urbane Living,Flat,2,3,Yes,Bangalore,"Veer Sandra, Electronic City Phase II,Bangalore",1200,3670,4400000
JC Heights by JC Group,Flat,2,3,No,Bangalore,"Doddabommasandra, Bangalore",1118,4920,5500000
JC Heights by JC Group,Flat,3,3,Yes,Bangalore,"Doddabommasandra, Bangalore",1348,5560,7500000
Srivathsa Mayfair Anthem,Flat,2,3,Yes,Bangalore,"Bhoganhalli, Bangalore",1248,7130,8900000
DS - Max Silhoutte,Flat,2,3,No,Bangalore,"Bedarahalli, Bangalore",1073,5410,5800000
RV Jaya Madhava Commune,Flat,2,3,Yes,Bangalore,"Voderahalli, Bangalore",1000,5000,5000000
Royal Park Apartment,Flat,2,3,No,Bangalore,"Bommanahalli, Bangalore",1000,5200,5200000
Serene,Flat,3,3,No,Bangalore,"Yelahanka, Bangalore",1065,7040,7500000
MR Sannidhi,Flat,3,3,No,Bangalore,"Canara Bank Colony, Uttarahalli Hobli,Bangalore",1350,5920,8000000
MR Sannidhi,Flat,2,3,No,Bangalore,"Canara Bank Colony, Uttarahalli Hobli,Bangalore",1080,6020,6500000
Prakruthi Elite by Prakruthi Shelters,Flat,3,3,No,Bangalore,"Chansandra, Bangalore",1470,4900,7200000
Elegance Tower,Flat,3,3,No,Bangalore,"Madagondanahalli, Electronic City,Bangalore",1500,5000,7500000
Sruthika Springfields,Flat,2,3,No,Bangalore,"Govindayyanapalya, Jalahalli East,Bangalore",945,5710,5400000
Aryan Arya Heights,Flat,2,3,No,Bangalore,"Talaghattapura, Bangalore",1179,3780,4460000
Peninsula Pinnacles,Flat,2,3,Yes,Bangalore,"Thyvakanahally, Bangalore",1044,3830,4000000
Ozone Urbana Aqua,Flat,2,3,No,Bangalore,"Kannamangala, Bangalore",980,5200,5100000
Arya Heights,Flat,2,3,Yes,Bangalore,"Talaghattapura, Bangalore",1179,3810,4490000
Upkar Green Fields,Flat,2,3,Yes,Bangalore,"Attibele Industrial Area, Bangalore",955,4170,3980000
KP Aaditya by K. Patel Realty,Flat,2,3,No,Bangalore,"Vadarpalya, Hennur,Bangalore",1188,5470,6500000
Unishire The Ledge by Unishire,Flat,3,3,Yes,Bangalore,"Rachenahalli, Jakkur,Bangalore",1397,5010,7000000
Mahaveer Springs,Flat,2,3,No,Bangalore,"5th Phase, JP Nagar,Bangalore",1075,5300,5700000
KP Aaditya by K. Patel Realty,Flat,2,3,No,Bangalore,"Vadarpalya, Hennur,Bangalore",1102,5440,6000000
VijayaSri Eldorado,Flat,3,3,Yes,Bangalore,"Nimbekaipura, Bangalore",1500,5670,8499000
Amulya Park,Flat,2,3,Yes,Bangalore,"M Vishveshvaraiah Nagar, Ramamurthy Nagar,Bangalore",1100,4540,5000000
Star West Side Classic by Star Gold properties,Flat,2,3,No,Bangalore,"KPC Layout, Bangalore",1200,5830,7000000
Virat Virat Towers,Flat,2,3,Yes,Bangalore,"Gaundanapalya, Uttarahalli Hobli,Bangalore",1100,5180,5700000
Raymond The Address By GS Tower B,Flat,2,3,No,Bangalore,"HBR Layout 3rd Block, HBR Layout,Bangalore",1060,7740,8200000
Mantri Webcity,Flat,2,3,Yes,Bangalore,"Narayanapura, Bangalore",995,6030,5995000
Sapthagiri Splendor by Sapthagiri Developers,Flat,2,3,Yes,Bangalore,"Devarachikkana Halli, Bangalore",1332,6160,8200000
ISR Ashrita,Flat,2,3,Yes,Bangalore,"Varthur, Bangalore",902,4660,4200000
Sriram Sri Ram Krishna Enclave,Flat,2,3,No,Bangalore,"Ramchandrapuram, Srirampuram,Bangalore",1130,8410,9500000
United Highlands,Flat,3,3,Yes,Bangalore,"Sanjay Nagar, Marathahalli,Bangalore",1410,6000,8460000
Bhargava Dhama Apartment,Flat,2,3,No,Bangalore,"Ganganagar, Bangalore",850,6120,5200000
Vanamali Apartments,Flat,2,3,Yes,Bangalore,"Sneha Colony, Chikkalasandra,Bangalore",875,4910,4300000
VM VM Serenity,Flat,3,3,Yes,Bangalore,"Ashirvad Colony, Horamavu,Bangalore",1370,5470,7500000
Coral Nest,Flat,2,3,Yes,Bangalore,"Sahyadri Layout, Panduranga Nagar,Bangalore",1260,5160,6500000
Provident Welworth City by Provident Housing Limited,Flat,3,3,No,Bangalore,"Yelahanka, Bangalore",1180,4660,5500000
Indes Willow Park,Flat,2,3,No,Bangalore,"Pete Krishnappa Layout, K Channasandra,Bangalore",1215,5720,6950000
VBHC - Serene Town,Flat,2,3,No,Bangalore,"Ardendale, Kannamangala,Bangalore",957,5750,5500000
Puravankara Purva Highlands,Flat,2,3,Yes,Bangalore,"Vakil Garden City, Bangalore",1000,6000,6000000
Sai Sunshine,Flat,2,3,No,Bangalore,"Dodsworth Layout, Whitefield,Bangalore",1135,5550,6300000
 Arya Heights,Flat,2,3,No,Bangalore,"VISL Layout, Talaghattapura,Bangalore",1179,3790,4475000
Surya residency,Flat,2,3,No,Bangalore,"AMCO Colony, Koti Hosahalli,Bangalore",850,5060,4300000
Prestige Royale Gardens,Flat,2,3,Yes,Bangalore,"Muddanahalli, Bangalore",1304,5520,7200000
Siri Heritage,Flat,2,3,Yes,Bangalore,"Mailasandra, Bangalore",1020,6370,6500000
Brigade Meadows,Flat,2,3,No,Bangalore,"Kaggalipura, Bangalore",950,6840,6500000
